pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
Kepler-128 c,3.38,1.521,,,0.037,,2,1,,6072.0,Transit
Kepler-128 c,,1.29,119.6,843.0,0.0,0.1622,2,1,,6063.0,Transit
Kepler-128 c,,1.42,120.93,846.0,0.0,0.1664,2,1,,6072.0,Transit
Kepler-128 c,,1.338,130.979,,,,2,1,,6081.0,Transit
Kepler-128 c,,1.42,120.93,846.0,0.0,0.1664,2,1,,6072.0,Transit
Kepler-128 c,,1.422,,,0.0,0.1651181926,2,1,,,Transit
Kepler-128 c,2.23,,,,,,2,1,,,Transit
Kepler-128 c,33.3,1.13,,,,,2,1,,,Transit
Kepler-128 c,37.0,1.13,,,,,2,1,,,Transit
Kepler-128 c,,1.422,124.1,,,0.16517,2,1,,6081.0,Transit
Kepler-128 c,,,,,,,2,1,,6083.0,Transit
Kepler-128 c,,1.13,,820.0,0.0,0.167,2,1,,6090.0,Transit
Kepler-128 c,,1.42,120.93,846.0,0.0,0.1664,2,1,,6072.0,Transit
Kepler-128 c,0.9,1.34,,,,,2,1,,,Transit
Kepler-1280 b,,2.836,41.5,,,0.33982,1,1,,6137.0,Transit
Kepler-1280 b,,4.96,77.68,757.0,0.0,0.38,1,1,,5734.0,Transit
Kepler-1280 b,,,,,,,1,1,,5975.31,Transit
Kepler-1280 b,,1.66,16.37,513.0,0.0,0.3314,1,1,,6273.0,Transit
Kepler-1280 b,,,,,,,1,1,,5975.31,Transit
Kepler-1280 b,,2.913,35.293,,,,1,1,,6137.0,Transit
Kepler-1280 b,,1.87,,,,,1,1,,6227.0,Transit
Kepler-1280 b,,1.66,16.37,513.0,0.0,0.3314,1,1,,6273.0,Transit
Kepler-1280 b,,,,,,,1,1,,5975.31,Transit
Kepler-1280 b,,1.66,16.37,513.0,0.0,0.3314,1,1,,6273.0,Transit
Kepler-1280 b,,1.49,,487.0,0.0,0.334,1,1,,6255.0,Transit
Kepler-1281 b,,,,,,,1,1,,,Transit
Kepler-1281 b,,1.59,375.55,1123.0,0.0,0.0415,1,1,,5591.0,Transit
Kepler-1281 b,,1.64,,,,,1,1,,5353.0,Transit
Kepler-1281 b,,1.69,375.55,1123.0,0.0,0.0415,1,1,,5591.0,Transit
Kepler-1281 b,,1.69,375.55,1123.0,0.0,0.0415,1,1,,5591.0,Transit
Kepler-1281 b,,1.69,375.55,1123.0,0.0,0.0415,1,1,,5591.0,Transit
Kepler-1281 b,,,,,,,1,1,,,Transit
Kepler-1281 b,,1.5,,1086.0,0.0,0.04,1,1,,5517.0,Transit
Kepler-1282 b,,1.5,,1283.0,0.0,0.033,1,1,,5599.0,Transit
Kepler-1282 b,,,,,,,1,1,,5444.0,Transit
Kepler-1282 b,,1.65,865.28,1383.0,0.0,0.0333,1,1,,5825.0,Transit
Kepler-1282 b,,1.65,865.28,1383.0,0.0,0.0333,1,1,,5825.0,Transit
Kepler-1282 b,,1.66,955.16,1418.0,0.0,0.0335,1,1,,5845.0,Transit
Kepler-1282 b,,1.55,,,,,1,1,,5504.0,Transit
Kepler-1282 b,,,,,,,1,1,,5444.0,Transit
Kepler-1282 b,,1.65,865.28,1383.0,0.0,0.0333,1,1,,5825.0,Transit
Kepler-1282 b,,1.389,672.532,,,,1,1,,5843.0,Transit
Kepler-1283 b,,,,,,,1,1,,6120.0,Transit
Kepler-1283 b,,1.63,,799.0,0.0,0.11,1,1,,6098.0,Transit
Kepler-1283 b,,1.29,80.34,764.0,0.0,0.1062,1,1,,6058.0,Transit
Kepler-1283 b,,3.406,730.204,,,,1,1,,6060.0,Transit
Kepler-1283 b,,1.13,80.34,764.0,0.0,0.1062,1,1,,6058.0,Transit
Kepler-1283 b,,1.91,,,,,1,1,,6175.0,Transit
Kepler-1283 b,,1.29,80.34,764.0,0.0,0.1062,1,1,,6058.0,Transit
Kepler-1283 b,,,,,,,1,1,,6120.0,Transit
Kepler-1283 b,,1.29,80.34,764.0,0.0,0.1062,1,1,,6058.0,Transit
Kepler-1284 b,,1.21,,,,,1,1,,5123.0,Transit
Kepler-1284 b,,1.19,2022.07,1710.0,0.0,0.0143,1,1,,5177.0,Transit
Kepler-1284 b,,1.19,2022.07,1710.0,0.0,0.0143,1,1,,5177.0,Transit
Kepler-1284 b,,1.244,2190.082,,,,1,1,,5182.0,Transit
Kepler-1284 b,,,,,,,1,1,,4947.0,Transit
Kepler-1284 b,,,,,,,1,1,,4947.0,Transit
Kepler-1284 b,,1.19,1998.48,1703.0,0.0,0.0143,1,1,,5178.0,Transit
Kepler-1284 b,,1.19,2022.07,1710.0,0.0,0.0143,1,1,,5177.0,Transit
Kepler-1284 b,,1.21,,1603.0,0.0,0.014,1,1,,5097.0,Transit
Kepler-1285 b,,1.4,230.57,994.0,0.0,0.1272,1,1,,6141.0,Transit
Kepler-1285 b,,1.192,175.7,,,0.12758,1,1,,6213.0,Transit
Kepler-1285 b,,0.79,,782.0,0.0,0.119,1,1,,5962.0,Transit
Kepler-1285 b,,1.108,181.591,,,,1,1,,6213.0,Transit
Kepler-1285 b,,0.98,138.25,874.0,0.0,0.1268,1,1,,6175.0,Transit
Kepler-1285 b,,,,,,,1,1,,6032.07,Transit
Kepler-1285 b,,0.97,,,,,1,1,,6170.0,Transit
Kepler-1285 b,,,,,,,1,1,,6032.07,Transit
Kepler-1285 b,,,,,,,1,1,,6032.07,Transit
Kepler-1285 b,,1.4,230.57,994.0,0.0,0.1272,1,1,,6141.0,Transit
Kepler-1285 b,,1.4,230.57,994.0,0.0,0.1272,1,1,,6141.0,Transit
Kepler-1286 b,,2.43,147.13,888.0,0.0,0.0991,1,1,,5995.0,Transit
Kepler-1286 b,,2.4,,877.0,0.0,0.098,1,1,,5964.0,Transit
Kepler-1286 b,,2.43,147.13,888.0,0.0,0.0991,1,1,,5995.0,Transit
Kepler-1286 b,,2.43,147.13,888.0,0.0,0.0991,1,1,,5995.0,Transit
Kepler-1286 b,,2.459,151.77,,,,1,1,,5995.0,Transit
Kepler-1286 b,,,,,,,1,1,,5720.0,Transit
Kepler-1286 b,,,,,,,1,1,,5720.0,Transit
Kepler-1286 b,,2.42,147.13,888.0,0.0,0.0991,1,1,,5995.0,Transit
Kepler-1286 b,,,,,,,1,1,,5720.0,Transit
Kepler-1286 b,,2.15,,,,,1,1,,5753.0,Transit
Kepler-1287 b,,,,,,,1,1,,5702.0,Transit
Kepler-1287 b,,1.58,94.94,796.0,0.0,0.0976,1,1,,5550.0,Transit
Kepler-1287 b,,1.4,,818.0,0.0,0.101,1,1,,6037.0,Transit
Kepler-1287 b,,1.48,102.05,811.0,0.0,0.1001,1,1,,6032.0,Transit
Kepler-1287 b,,1.54,,,,,1,1,,5715.0,Transit
Kepler-1287 b,,1.427,78.156,,,,1,1,,5550.0,Transit
Kepler-1287 b,,1.48,102.05,811.0,0.0,0.1001,1,1,,6032.0,Transit
Kepler-1287 b,,,,,,,1,1,,5702.0,Transit
Kepler-1287 b,,1.48,102.05,811.0,0.0,0.1001,1,1,,6032.0,Transit
Kepler-1288 b,,1.032,1342.5,,,0.04135,1,1,,6431.0,Transit
Kepler-1288 b,,1.31,,1413.0,0.0,0.039,1,1,,6030.0,Transit
Kepler-1288 b,,,,,,,1,1,,6499.39,Transit
Kepler-1288 b,,,,,,,1,1,,6499.39,Transit
Kepler-1288 b,,1.88,3906.36,2016.0,0.0,0.0435,1,1,,6381.0,Transit
Kepler-1288 b,,1.88,3906.36,2016.0,0.0,0.0435,1,1,,6381.0,Transit
Kepler-1288 b,,1.84,3906.36,2017.0,0.0,0.0435,1,1,,6381.0,Transit
Kepler-1288 b,,1.88,3906.36,2016.0,0.0,0.0435,1,1,,6381.0,Transit
Kepler-1288 b,,1.12,,,,,1,1,,6132.0,Transit
Kepler-1289 b,,1.58,,895.0,0.0,0.079,1,1,,5956.0,Transit
Kepler-1289 b,,1.15,138.65,875.0,0.0,0.077,1,1,,5933.0,Transit
Kepler-1289 b,,,,,,,1,1,,5741.21,Transit
Kepler-1289 b,,,,,,,1,1,,5741.21,Transit
Kepler-1289 b,,1.52,,,,,1,1,,6080.0,Transit
Kepler-1289 b,,1.15,138.65,875.0,0.0,0.077,1,1,,5933.0,Transit
Kepler-1289 b,,1.97,361.73,1113.0,0.0,0.0785,1,1,,5689.0,Transit
Kepler-1289 b,,1.15,138.65,875.0,0.0,0.077,1,1,,5933.0,Transit
Kepler-1289 b,,1.54,223.442,,,,1,1,,5696.0,Transit
Kepler-129 b,,2.291,156.1,,,0.13223,3,1,,5808.0,Transit
Kepler-129 b,,2.37,,,,0.131,3,1,,5770.0,Transit
Kepler-129 b,,,,,,,3,1,,5705.33,Transit
Kepler-129 b,,2.3,156.86,903.0,0.0,0.1305,3,1,,5770.0,Transit
Kepler-129 b,,2.409,,,0.01,,3,1,,5705.33,Transit
Kepler-129 b,,2.3,156.86,903.0,0.0,0.1305,3,1,,5770.0,Transit
Kepler-129 b,10.22227997,2.291,,,0.0,0.1321658061,3,1,,,Transit
Kepler-129 b,,,,,,,3,1,,5705.33,Transit
Kepler-129 b,,,,,,,3,1,,5705.33,Transit
Kepler-129 b,,2.325,158.306,,,,3,1,,5808.0,Transit
Kepler-129 b,,2.21,,,,,3,1,,5533.0,Transit
Kepler-129 b,20.0,2.4,,,,0.13,3,1,G4 V,5770.0,Transit
Kepler-129 b,,2.4,161.97,910.0,0.0,0.1328,3,1,,5758.0,Transit
Kepler-129 b,,2.3,156.86,903.0,0.0,0.1305,3,1,,5770.0,Transit
Kepler-129 b,,1.96,,827.0,0.0,0.13,3,1,,5795.0,Transit
Kepler-129 c,,,,,,,3,1,,5705.33,Transit
Kepler-129 c,,2.21,,,,,3,1,,5533.0,Transit
Kepler-129 c,,2.4,17.39,521.0,0.0,0.3919,3,1,,5770.0,Transit
Kepler-129 c,,2.04,,476.0,0.0,0.392,3,1,,5795.0,Transit
Kepler-129 c,43.0,2.52,,,,0.39,3,1,G4 V,5770.0,Transit
Kepler-129 c,,,,,,,3,1,,5705.33,Transit
Kepler-129 c,,2.4,17.39,521.0,0.0,0.3919,3,1,,5770.0,Transit
Kepler-129 c,,2.57,17.96,525.0,0.0,0.3988,3,1,,5758.0,Transit
Kepler-129 c,,,,,,,3,1,,5705.33,Transit
Kepler-129 c,,2.55,,,,0.393,3,1,,5770.0,Transit
Kepler-129 c,25.31373539,2.396,,,0.0,0.3969569574,3,1,,,Transit
Kepler-129 c,,2.522,,,0.2,,3,1,,5705.33,Transit
Kepler-129 c,,2.4,17.39,521.0,0.0,0.3919,3,1,,5770.0,Transit
Kepler-129 c,,2.494,17.554,,,,3,1,,5808.0,Transit
Kepler-129 c,,2.396,17.4,,,0.39721,3,1,,5808.0,Transit
Kepler-129 d,2014.543146,,,,0.061516,3.261131332,3,1,,,Radial Velocity
Kepler-129 d,2637.9757781,,,,0.15,4.0,3,1,G4 V,5770.0,Radial Velocity
Kepler-1290 b,,1.42,,,,,1,1,,5660.0,Transit
Kepler-1290 b,,1.65,,1079.0,0.0,0.055,1,1,,5969.0,Transit
Kepler-1290 b,,,,,,,1,1,,5628.0,Transit
Kepler-1290 b,,1.688,443.221,,,,1,1,,6000.0,Transit
Kepler-1290 b,,1.52,343.6,1098.0,0.0,0.0557,1,1,,5999.0,Transit
Kepler-1290 b,,1.52,343.6,1098.0,0.0,0.0557,1,1,,5999.0,Transit
Kepler-1290 b,,1.49,343.6,1098.0,0.0,0.0557,1,1,,5999.0,Transit
Kepler-1290 b,,1.52,343.6,1098.0,0.0,0.0557,1,1,,5999.0,Transit
Kepler-1290 b,,,,,,,1,1,,5628.0,Transit
Kepler-1291 b,,1.57,71.1,741.0,0.0,0.0778,1,1,,5354.0,Transit
Kepler-1291 b,,1.347,62.823,,,,1,1,,5346.0,Transit
Kepler-1291 b,,1.66,,,,,1,1,,5216.0,Transit
Kepler-1291 b,,1.39,,733.0,0.0,0.078,1,1,,5342.0,Transit
Kepler-1291 b,,,,,,,1,1,,5083.0,Transit
Kepler-1291 b,,,,,,,1,1,,5083.0,Transit
Kepler-1291 b,,1.57,71.1,741.0,0.0,0.0778,1,1,,5354.0,Transit
Kepler-1291 b,,1.57,71.1,741.0,0.0,0.0778,1,1,,5354.0,Transit
Kepler-1291 b,,1.43,70.63,739.0,0.0,0.0779,1,1,,5352.0,Transit
Kepler-1292 b,,1.9,486.72,1198.0,0.0,0.0444,1,1,,5825.0,Transit
Kepler-1292 b,,1.71,482.56,1195.0,0.0,0.0443,1,1,,5812.0,Transit
Kepler-1292 b,,1.82,,,,,1,1,,5556.0,Transit
Kepler-1292 b,,1.779,521.101,,,,1,1,,5814.0,Transit
Kepler-1292 b,,1.9,486.72,1198.0,0.0,0.0444,1,1,,5825.0,Transit
Kepler-1292 b,,,,,,,1,1,,5461.0,Transit
Kepler-1292 b,,,,,,,1,1,,5461.0,Transit
Kepler-1292 b,,1.9,486.72,1198.0,0.0,0.0444,1,1,,5825.0,Transit
Kepler-1292 b,,1.8,,1090.0,0.0,0.044,1,1,,5574.0,Transit
Kepler-1293 b,,1.314,839.5,,,0.06763,1,1,,6219.0,Transit
Kepler-1293 b,,0.9,513.18,1214.0,0.0,0.065,1,1,,6528.0,Transit
Kepler-1293 b,,1.294,929.122,,,,1,1,,6219.0,Transit
Kepler-1293 b,,0.9,513.18,1214.0,0.0,0.065,1,1,,6528.0,Transit
Kepler-1293 b,,,,,,,1,1,,6259.72,Transit
Kepler-1293 b,,0.9,513.18,1214.0,0.0,0.065,1,1,,6528.0,Transit
Kepler-1293 b,,0.95,,1222.0,0.0,0.066,1,1,,6540.0,Transit
Kepler-1293 b,,0.97,,,,,1,1,,6241.0,Transit
Kepler-1293 b,,0.92,462.81,1183.0,0.0,0.0659,1,1,,6187.0,Transit
Kepler-1293 b,,,,,,,1,1,,6259.72,Transit
Kepler-1294 b,,3.19,,,,,1,1,,5776.0,Transit
Kepler-1294 b,,3.02,4.69,375.0,0.0,0.4671,1,1,,6032.0,Transit
Kepler-1294 b,,3.52,6.09,401.0,0.0,0.4684,1,1,,5800.0,Transit
Kepler-1294 b,,3.02,4.69,375.0,0.0,0.4671,1,1,,6032.0,Transit
Kepler-1294 b,,5.007,12.362,,,,1,1,,5798.0,Transit
Kepler-1294 b,,,,,,,1,1,,5753.0,Transit
Kepler-1294 b,,,,,,,1,1,,5753.0,Transit
Kepler-1294 b,,2.8,,342.0,0.0,0.472,1,1,,5779.0,Transit
Kepler-1294 b,,3.02,4.69,375.0,0.0,0.4671,1,1,,6032.0,Transit
Kepler-1295 b,,1.55,,,,,1,1,,5486.0,Transit
Kepler-1295 b,,,,,,,1,1,,5224.0,Transit
Kepler-1295 b,,1.5,276.65,1040.0,0.0,0.0465,1,1,,5561.0,Transit
Kepler-1295 b,,1.5,276.65,1040.0,0.0,0.0465,1,1,,5561.0,Transit
Kepler-1295 b,,,,,,,1,1,,5224.0,Transit
Kepler-1295 b,,1.62,,1015.0,0.0,0.046,1,1,,5529.0,Transit
Kepler-1295 b,,1.5,276.65,1040.0,0.0,0.0465,1,1,,5561.0,Transit
Kepler-1295 b,,1.37,264.63,1029.0,0.0,0.0464,1,1,,5547.0,Transit
Kepler-1295 b,,1.406,279.941,,,,1,1,,5556.0,Transit
Kepler-1296 b,,2.544,399.015,,,,1,1,,5404.0,Transit
Kepler-1296 b,,3.24,645.64,1285.0,0.0,0.0896,1,1,,5405.0,Transit
Kepler-1296 b,,,,,,,1,1,,5338.3,Transit
Kepler-1296 b,,1.04,136.02,871.0,0.0,0.0758,1,1,,5494.0,Transit
Kepler-1296 b,,1.04,136.02,871.0,0.0,0.0758,1,1,,5494.0,Transit
Kepler-1296 b,,1.04,136.02,871.0,0.0,0.0758,1,1,,5494.0,Transit
Kepler-1296 b,,0.91,,,,,1,1,,5359.0,Transit
Kepler-1296 b,,1.05,,852.0,0.0,0.076,1,1,,5469.0,Transit
Kepler-1297 b,,,,,,,1,1,,5817.0,Transit
Kepler-1297 b,,1.19,,1691.0,0.0,0.029,1,1,,6242.0,Transit
Kepler-1297 b,,0.98,1890.2,1682.0,0.0,0.0275,1,1,,6214.0,Transit
Kepler-1297 b,,0.97,,,,,1,1,,5818.0,Transit
Kepler-1297 b,,,,,,,1,1,,5817.0,Transit
Kepler-1297 b,,1.27,2432.14,1790.0,0.0,0.0283,1,1,,5827.0,Transit
Kepler-1297 b,,0.98,1890.2,1682.0,0.0,0.0275,1,1,,6214.0,Transit
Kepler-1297 b,,1.349,2760.593,,,,1,1,,5825.0,Transit
Kepler-1297 b,,0.98,1890.2,1682.0,0.0,0.0275,1,1,,6214.0,Transit
Kepler-1298 b,,1.517,1003.027,,,,1,1,,6238.0,Transit
Kepler-1298 b,,,,,,,1,1,,6058.57,Transit
Kepler-1298 b,,1.14,,1235.0,0.0,0.078,1,1,,6461.0,Transit
Kepler-1298 b,,1.04,597.75,1261.0,0.0,0.0781,1,1,,6461.0,Transit
Kepler-1298 b,,1.36,839.5,1373.0,0.0,0.082,1,1,,6311.0,Transit
Kepler-1298 b,,1.31,,,,,1,1,,6339.0,Transit
Kepler-1298 b,,1.04,597.75,1261.0,0.0,0.0781,1,1,,6461.0,Transit
Kepler-1298 b,,1.494,992.0,,,0.0814,1,1,,6238.0,Transit
Kepler-1298 b,,,,,,,1,1,,6058.57,Transit
Kepler-1298 b,,1.04,597.75,1261.0,0.0,0.0781,1,1,,6461.0,Transit
Kepler-1298 b,,,,,,,1,1,,6058.57,Transit
Kepler-1299 b,,,,,,,1,1,,5427.0,Transit
Kepler-1299 b,,2.45,,606.0,0.0,0.141,1,1,,5658.0,Transit
Kepler-1299 b,,,,,,,1,1,,5427.0,Transit
Kepler-1299 b,,,,,,,1,1,,5427.0,Transit
Kepler-1299 b,,2.47,27.67,585.0,0.0,0.1351,1,1,,5609.0,Transit
Kepler-1299 b,,2.47,27.67,585.0,0.0,0.1351,1,1,,5609.0,Transit
Kepler-1299 b,,2.47,27.67,585.0,0.0,0.1351,1,1,,5609.0,Transit
Kepler-1299 b,,2.42,28.29,588.0,0.0,0.1357,1,1,,5623.0,Transit
Kepler-1299 b,,2.98,,,,,1,1,,5609.0,Transit
Kepler-1299 b,,3.061,45.146,,,,1,1,,5619.0,Transit
Kepler-130 b,,,,,,,3,2,,5958.0,Transit
Kepler-130 b,,,,,,,3,2,,5958.0,Transit
Kepler-130 b,,1.03,215.58,977.0,0.0,0.0795,3,2,,5884.0,Transit
Kepler-130 b,,1.03,215.58,977.0,0.0,0.0795,3,2,,5884.0,Transit
Kepler-130 b,,1.03,215.58,977.0,0.0,0.0795,3,2,,5884.0,Transit
Kepler-130 b,,1.032,221.731,,,,3,2,,5887.0,Transit
Kepler-130 b,,1.04,,,0.0,0.0792124243,3,2,,,Transit
Kepler-130 b,,1.02,,,,0.079,3,2,,5884.0,Transit
Kepler-130 b,,1.02,220.05,982.0,0.0,0.0799,3,2,,5903.0,Transit
Kepler-130 b,,1.04,222.1,,,0.07925,3,2,,5887.0,Transit
Kepler-130 b,,0.976,,,0.15,,3,2,,5958.0,Transit
Kepler-130 b,,1.03,,966.0,0.0,0.08,3,2,,5873.0,Transit
Kepler-130 b,,,,,,,3,2,,5958.0,Transit
Kepler-130 b,,1.03,,,,,3,2,,6012.0,Transit
Kepler-130 c,,2.811,,,0.08,,3,2,,5958.0,Transit
Kepler-130 c,,2.85,44.75,660.0,0.0,0.1745,3,2,,5884.0,Transit
Kepler-130 c,,2.877,46.0,,,0.17399,3,2,,5887.0,Transit
Kepler-130 c,,3.002,46.011,,,,3,2,,5887.0,Transit
Kepler-130 c,,,,,,,3,2,,5958.0,Transit
Kepler-130 c,,2.877,,,0.0,0.1738919771,3,2,,,Transit
Kepler-130 c,,,,,,,3,2,,5958.0,Transit
Kepler-130 c,,2.98,45.66,663.0,0.0,0.1754,3,2,,5903.0,Transit
Kepler-130 c,,2.85,44.75,660.0,0.0,0.1745,3,2,,5884.0,Transit
Kepler-130 c,,2.9,,683.0,0.0,0.178,3,2,,5879.0,Transit
Kepler-130 c,,,,,,,3,2,,5958.0,Transit
Kepler-130 c,,2.85,44.75,660.0,0.0,0.1745,3,2,,5884.0,Transit
Kepler-130 c,,2.81,,651.0,0.0,0.176,3,2,,5873.0,Transit
Kepler-130 c,,2.95,,,,,3,2,,6012.0,Transit
Kepler-130 d,,1.865,9.834,,,,3,2,,5887.0,Transit
Kepler-130 d,,1.37,9.56,448.0,0.0,0.3775,3,2,,5884.0,Transit
Kepler-130 d,,,,,,,3,2,,5958.0,Transit
Kepler-130 d,,,,,,,3,2,,5958.0,Transit
Kepler-130 d,,1.64,,,,0.377,3,2,,5884.0,Transit
Kepler-130 d,,1.379,9.8,,,0.37646,3,2,,5887.0,Transit
Kepler-130 d,,1.37,9.56,448.0,0.0,0.3775,3,2,,5884.0,Transit
Kepler-130 d,,1.37,9.56,448.0,0.0,0.3775,3,2,,5884.0,Transit
Kepler-130 d,,1.85,9.76,451.0,0.0,0.3794,3,2,,5903.0,Transit
Kepler-130 d,,1.31,,,0.8,,3,2,,5958.0,Transit
Kepler-130 d,,1.379,,,0.0,0.3761515182,3,2,,,Transit
Kepler-130 d,,1.41,,,,,3,2,,6012.0,Transit
Kepler-130 d,,,,,,,3,2,,5958.0,Transit
Kepler-130 d,,1.09,,443.0,0.0,0.381,3,2,,5873.0,Transit
Kepler-1300 b,,1.37,,,,,1,1,,6130.0,Transit
Kepler-1300 b,,2.04,195.54,954.0,0.0,0.1655,1,1,,5979.0,Transit
Kepler-1300 b,,1.37,,806.0,0.0,0.163,1,1,,6266.0,Transit
Kepler-1300 b,,1.06,95.75,798.0,0.0,0.1577,1,1,,6263.0,Transit
Kepler-1300 b,,1.484,154.7,,,0.16005,1,1,,6021.0,Transit
Kepler-1300 b,,1.06,95.75,798.0,0.0,0.1577,1,1,,6263.0,Transit
Kepler-1300 b,,,,,,,1,1,,6097.98,Transit
Kepler-1300 b,,,,,,,1,1,,6097.98,Transit
Kepler-1300 b,,1.751,149.409,,,,1,1,,6021.0,Transit
Kepler-1300 b,,,,,,,1,1,,6097.98,Transit
Kepler-1300 b,,1.06,95.75,798.0,0.0,0.1577,1,1,,6263.0,Transit
Kepler-1301 b,,1.4,,,,,1,1,,5188.0,Transit
Kepler-1301 b,,,,,,,1,1,,5112.0,Transit
Kepler-1301 b,,1.35,68.75,734.0,0.0,0.0815,1,1,,5354.0,Transit
Kepler-1301 b,,1.41,68.75,734.0,0.0,0.0815,1,1,,5354.0,Transit
Kepler-1301 b,,1.38,,727.0,0.0,0.08,1,1,,5331.0,Transit
Kepler-1301 b,,,,,,,1,1,,5112.0,Transit
Kepler-1301 b,,1.411,76.139,,,,1,1,,5359.0,Transit
Kepler-1301 b,,1.41,68.75,734.0,0.0,0.0815,1,1,,5354.0,Transit
Kepler-1301 b,,1.41,68.75,734.0,0.0,0.0815,1,1,,5354.0,Transit
Kepler-1302 b,,,,,,,1,1,,5071.0,Transit
Kepler-1302 b,,1.48,86.5,778.0,0.0,0.0795,1,1,,5330.0,Transit
Kepler-1302 b,,1.48,86.5,778.0,0.0,0.0795,1,1,,5330.0,Transit
Kepler-1302 b,,1.48,86.5,778.0,0.0,0.0795,1,1,,5330.0,Transit
Kepler-1302 b,,1.4,,766.0,0.0,0.077,1,1,,5278.0,Transit
Kepler-1302 b,,1.94,86.5,778.0,0.0,0.0795,1,1,,5330.0,Transit
Kepler-1302 b,,,,,,,1,1,,5071.0,Transit
Kepler-1302 b,,1.43,,,,,1,1,,5236.0,Transit
Kepler-1302 b,,1.585,58.344,,,,1,1,,5335.0,Transit
Kepler-1303 b,,,,,,,1,1,,5679.0,Transit
Kepler-1303 b,,1.334,182.375,,,,1,1,,5844.0,Transit
Kepler-1303 b,,1.25,149.17,891.0,0.0,0.0751,1,1,,5853.0,Transit
Kepler-1303 b,,1.25,149.17,891.0,0.0,0.0751,1,1,,5853.0,Transit
Kepler-1303 b,,1.16,,878.0,0.0,0.075,1,1,,5823.0,Transit
Kepler-1303 b,,1.25,149.17,891.0,0.0,0.0751,1,1,,5853.0,Transit
Kepler-1303 b,,,,,,,1,1,,5679.0,Transit
Kepler-1303 b,,1.42,,,,,1,1,,5771.0,Transit
Kepler-1303 b,,1.2,149.17,891.0,0.0,0.0751,1,1,,5853.0,Transit
Kepler-1304 b,,2.31,36.62,627.0,0.0,0.1138,1,1,,5295.0,Transit
Kepler-1304 b,,,,,,,1,1,,5154.0,Transit
Kepler-1304 b,,,,,,,1,1,,5154.0,Transit
Kepler-1304 b,,1.9,,632.0,0.0,0.116,1,1,,5298.0,Transit
Kepler-1304 b,,2.31,36.62,627.0,0.0,0.1138,1,1,,5295.0,Transit
Kepler-1304 b,,6.983,345.81,,,,1,1,,5374.0,Transit
Kepler-1304 b,,2.31,36.62,627.0,0.0,0.1138,1,1,,5295.0,Transit
Kepler-1304 b,,2.94,61.87,715.0,0.0,0.1202,1,1,,5392.0,Transit
Kepler-1304 b,,2.29,,,,,1,1,,5259.0,Transit
Kepler-1305 b,,1.75,68.41,733.0,0.0,0.1109,1,1,,5853.0,Transit
Kepler-1305 b,,1.76,,725.0,0.0,0.111,1,1,,5835.0,Transit
Kepler-1305 b,,1.88,,,,,1,1,,5701.0,Transit
Kepler-1305 b,,1.75,68.41,733.0,0.0,0.1109,1,1,,5853.0,Transit
Kepler-1305 b,,2.152,103.51,,,,1,1,,5854.0,Transit
Kepler-1305 b,,1.75,68.41,733.0,0.0,0.1109,1,1,,5853.0,Transit
Kepler-1305 b,,1.75,68.41,733.0,0.0,0.1109,1,1,,5853.0,Transit
Kepler-1305 b,,,,,,,1,1,,5602.0,Transit
Kepler-1305 b,,,,,,,1,1,,5602.0,Transit
Kepler-1306 b,,1.91,,,,,1,1,,5727.0,Transit
Kepler-1306 b,,,,,,,1,1,,5503.42,Transit
Kepler-1306 b,,1.8,,671.0,0.0,0.125,1,1,,5788.0,Transit
Kepler-1306 b,,1.867,52.146,,,,1,1,,5493.0,Transit
Kepler-1306 b,,,,,,,1,1,,5503.42,Transit
Kepler-1306 b,,1.83,49.81,678.0,0.0,0.123,1,1,,5495.0,Transit
Kepler-1306 b,,1.76,49.43,676.0,0.0,0.1245,1,1,,5796.0,Transit
Kepler-1306 b,,1.76,49.43,676.0,0.0,0.1245,1,1,,5796.0,Transit
Kepler-1306 b,,1.76,49.43,676.0,0.0,0.1245,1,1,,5796.0,Transit
Kepler-1307 b,,2.47,,,,,1,1,,5884.0,Transit
Kepler-1307 b,,1.684,41.185,,,,1,1,,6248.0,Transit
Kepler-1307 b,,2.47,82.38,768.0,0.0,0.1369,1,1,,6245.0,Transit
Kepler-1307 b,,2.39,82.38,768.0,0.0,0.1369,1,1,,6245.0,Transit
Kepler-1307 b,,2.47,82.38,768.0,0.0,0.1369,1,1,,6245.0,Transit
Kepler-1307 b,,3.0,,767.0,0.0,0.139,1,1,,6242.0,Transit
Kepler-1307 b,,,,,,,1,1,,5603.11,Transit
Kepler-1307 b,,,,,,,1,1,,5603.11,Transit
Kepler-1307 b,,,,,,,1,1,,5603.11,Transit
Kepler-1307 b,,2.47,82.38,768.0,0.0,0.1369,1,1,,6245.0,Transit
Kepler-1308 b,,0.52,27.95,586.0,0.0,0.0227,1,1,,3410.0,Transit
Kepler-1308 b,,0.79,45.34,662.0,0.0,0.025,1,1,,3605.0,Transit
Kepler-1308 b,,0.52,,,,,1,1,,3468.0,Transit
Kepler-1308 b,,,,,,,1,1,,3505.0,Transit
Kepler-1308 b,,0.886,58.108,,,,1,1,,3628.0,Transit
Kepler-1308 b,,,,,,,1,1,,3505.0,Transit
Kepler-1308 b,,0.96,,716.0,0.0,0.025,1,1,,3696.0,Transit
